Brand,Model,Body,Color,Year,Fuel,Kilometers,Engine,Transmission,Price,Gov,price_category
Hyundai,Verna,Sedan,Silver,2014,Benzine,10000 to 19999,1600 CC,Manual,149.5,Cairo,1
Fiat,128,Sedan,Red,1988,Benzine,90000 to 99999,1000 - 1300 CC,Manual,18.5,Sharqia,0
Fiat,128,Sedan,Red,1989,Benzine,180000 to 199999,1000 - 1300 CC,Manual,31.1,Cairo,0
Hyundai,Elantra,Sedan,Beige,2012,Benzine,180000 to 199999,1600 CC,Automatic,190.0,Alexandria,1
Hyundai,Accent,Sedan,Other Color,2009,Benzine,10000 to 19999,1000 - 1300 CC,Manual,97.8,Giza,0
Hyundai,Verna,Sedan,White,2013,Benzine,More than 200000,1600 CC,Manual,82.8,Giza,0
Fiat,131,Sedan,Green,1980,Benzine,30000 to 39999,1600 CC,Manual,27.0,Cairo,0
Fiat,128,Sedan,White,1997,Benzine,90000 to 99999,1000 - 1300 CC,Manual,27.0,Cairo,0
Fiat,Tipo,Sedan,Blue- Navy Blue,2020,Benzine,70000 to 79999,1600 CC,Automatic,402.5,Cairo,4
Fiat,128,Sedan,Other Color,1974,Benzine,90000 to 99999,1000 - 1300 CC,Manual,14.0,Dakahlia,0
Hyundai,Matrix,Hatchback,Silver,2003,Benzine,100000 to 119999,1600 CC,Automatic,148.0,Dakahlia,1
Chevrolet,Optra,Sedan,Black,2013,Benzine,140000 to 159999,1600 CC,Automatic,178.2,Gharbia,1
Chevrolet,Cruze,Sedan,Red,2013,Benzine,20000 to 29999,1600 CC,Manual,134.6,Giza,1
Chevrolet,Lanos,Sedan,Burgundy,2011,Benzine,0 to 9999,1400 - 1500 CC,Manual,95.0,Giza,0
Chevrolet,Lanos,Sedan,Silver,2012,Benzine,120000 to 139999,1400 - 1500 CC,Manual,90.0,Gharbia,0
Fiat,128,Sedan,Red,1985,Benzine,90000 to 99999,1000 - 1300 CC,Manual,15.0,Cairo,0
Hyundai,Excel,Sedan,Blue- Navy Blue,1996,Benzine,120000 to 139999,1400 - 1500 CC,Manual,48.0,Alexandria,0
Fiat,Tipo,Hatchback,Red,2021,Benzine,0 to 9999,1600 CC,Automatic,322.0,Gharbia,3
Chevrolet,Aveo,Sedan,Red,2016,Benzine,10000 to 19999,1400 - 1500 CC,Automatic,161.0,Cairo,1
Chevrolet,Optra,Sedan,Blue- Navy Blue,2021,Benzine,10000 to 19999,1600 CC,Automatic,245.0,Giza,2
Hyundai,Verna,Sedan,Burgundy,2015,Benzine,More than 200000,1600 CC,Manual,86.2,Giza,0
Hyundai,Verna,Sedan,White,2014,Natural Gas,50000 to 59999,1600 CC,Manual,100.0,Giza,1
Hyundai,Tucson,SUV,Black,2017,Benzine,60000 to 69999,1600 CC,Automatic,185.6,Alexandria,1
Fiat,Shahin,Sedan,Other Color,2005,Benzine,70000 to 79999,1400 - 1500 CC,Manual,52.0,Kafr al-Sheikh,0
Hyundai,Accent,Sedan,Red,2011,Benzine,20000 to 29999,1600 CC,Manual,107.0,Cairo,1
Hyundai,Verna,Sedan,Gray,2014,Benzine,120000 to 139999,1600 CC,Manual,133.0,Cairo,1
Chevrolet,Aveo,Sedan,Gray,2018,Benzine,90000 to 99999,1400 - 1500 CC,Automatic,224.2,Minya,2
Fiat,131,Sedan,Red,1984,Benzine,20000 to 29999,1600 CC,Manual,25.0,Cairo,0
Hyundai,Verna,Sedan,White,2007,Benzine,0 to 9999,1600 CC,Manual,105.0,Qalyubia,1
Fiat,128,Sedan,White,1982,Benzine,More than 200000,1000 - 1300 CC,Manual,22.0,Giza,0
Chevrolet,Lanos,Sedan,Red,2017,Benzine,140000 to 159999,1400 - 1500 CC,Manual,140.0,Cairo,1
Hyundai,Elantra,Sedan,Black,2020,Benzine,50000 to 59999,1600 CC,Automatic,333.5,Cairo,3
Hyundai,Accent,Sedan,Other Color,2000,Benzine,10000 to 19999,1400 - 1500 CC,Manual,72.5,Dakahlia,0
Hyundai,Elantra,Sedan,White,2006,Benzine,More than 200000,1600 CC,Automatic,140.0,Cairo,1
Hyundai,Accent,Sedan,Blue- Navy Blue,2008,Benzine,20000 to 29999,1600 CC,Manual,98.0,Alexandria,0
Hyundai,Elantra,Sedan,Burgundy,2017,Benzine,140000 to 159999,1600 CC,Automatic,264.5,Cairo,2
Hyundai,Matrix,Hatchback,Silver,2012,Benzine,160000 to 179999,1400 - 1500 CC,Manual,172.5,Alexandria,1
Hyundai,Elantra,Sedan,Blue- Navy Blue,2013,Benzine,20000 to 29999,1600 CC,Automatic,218.5,Giza,2
Chevrolet,Optra,Sedan,Other Color,2014,Natural Gas,More than 200000,1600 CC,Automatic,172.5,Giza,1
Fiat,Shahin,Sedan,Red,1999,Benzine,120000 to 139999,1400 - 1500 CC,Manual,34.5,Cairo,0
Hyundai,Verna,Sedan,Silver,2016,Natural Gas,100000 to 119999,1600 CC,Manual,135.0,Cairo,1
Fiat,Uno,Hatchback,White,2000,Benzine,More than 200000,1000 - 1300 CC,Manual,50.0,Giza,0
Chevrolet,Lanos,Sedan,Burgundy,2015,Benzine,More than 200000,1400 - 1500 CC,Manual,100.0,Giza,1
Hyundai,Verna,Sedan,Black,2008,Benzine,140000 to 159999,1600 CC,Manual,105.0,Sharqia,1
Fiat,128,Sedan,Other Color,1978,Benzine,140000 to 159999,1000 - 1300 CC,Manual,25.0,Cairo,0
Fiat,128,Sedan,White,1979,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2017,Benzine,0 to 9999,1400 - 1500 CC,Manual,132.0,Alexandria,1
Fiat,128,Sedan,Red,1979,Benzine,More than 200000,1000 - 1300 CC,Manual,34.0,Alexandria,0
Fiat,128,Sedan,White,1991,Benzine,180000 to 199999,1000 - 1300 CC,Manual,23.0,Gharbia,0
Chevrolet,Optra,Sedan,Gray,2018,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,264.5,Alexandria,2
Chevrolet,Lanos,Sedan,Silver,2017,Benzine,140000 to 159999,1400 - 1500 CC,Manual,128.8,Alexandria,1
Fiat,128,Sedan,White,2000,Benzine,90000 to 99999,1000 - 1300 CC,Manual,25.0,Giza,0
Hyundai,Verna,Sedan,Black,2012,Benzine,120000 to 139999,1600 CC,Manual,110.0,Cairo,1
Chevrolet,Lanos,Sedan,White,2011,Benzine,More than 200000,1600 CC,Manual,85.0,Gharbia,0
Hyundai,Matrix,Hatchback,Blue- Navy Blue,2010,Benzine,100000 to 119999,1400 - 1500 CC,Automatic,162.0,Alexandria,1
Hyundai,Verna,Sedan,White,2019,Benzine,140000 to 159999,1600 CC,Manual,184.0,Cairo,1
Chevrolet,Optra,Sedan,Blue- Navy Blue,2019,Benzine,80000 to 89999,1600 CC,Automatic,195.0,Cairo,1
Chevrolet,Lanos,Sedan,Black,2016,Benzine,10000 to 19999,1400 - 1500 CC,Manual,115.0,Alexandria,1
Fiat,128,Sedan,White,1991,Benzine,90000 to 99999,1000 - 1300 CC,Manual,28.8,Sohag,0
Fiat,128,Sedan,Red,1984,Benzine,90000 to 99999,1000 - 1300 CC,Manual,23.0,Ismailia,0
Fiat,128,Sedan,Blue- Navy Blue,1991,Benzine,180000 to 199999,1000 - 1300 CC,Manual,32.2,Dakahlia,0
Chevrolet,Aveo,Sedan,Gray,2018,Natural Gas,10000 to 19999,1400 - 1500 CC,Automatic,161.0,Giza,1
Fiat,128,Sedan,Red,1986,Benzine,180000 to 199999,1000 - 1300 CC,Manual,20.0,Gharbia,0
Hyundai,Verna,Sedan,Silver,2010,Benzine,140000 to 159999,1600 CC,Manual,124.2,Monufia,1
Hyundai,Accent,Sedan,Red,2015,Benzine,90000 to 99999,1400 - 1500 CC,Automatic,212.8,Minya,2
Fiat,Punto,Hatchback,Black,1994,Benzine,80000 to 89999,1000 - 1300 CC,Manual,45.0,Alexandria,0
Hyundai,Avante,Sedan,Silver,2001,Benzine,10000 to 19999,1600 CC,Automatic,125.0,Minya,1
Fiat,128,Sedan,Other Color,1994,Benzine,90000 to 99999,1000 - 1300 CC,Manual,28.8,Cairo,0
Fiat,128,Sedan,White,1991,Benzine,70000 to 79999,1000 - 1300 CC,Manual,22.0,Fayoum,0
Hyundai,Matrix,Hatchback,Silver,2003,Benzine,180000 to 199999,1400 - 1500 CC,Automatic,157.0,Kafr al-Sheikh,1
Hyundai,Elantra,Sedan,Gray,2021,Benzine,30000 to 39999,1600 CC,Automatic,305.0,Giza,3
Fiat,128,Sedan,Red,1986,Benzine,80000 to 89999,1000 - 1300 CC,Manual,18.0,Giza,0
Hyundai,Elantra,Sedan,Blue- Navy Blue,2019,Benzine,100000 to 119999,1600 CC,Automatic,335.8,Sohag,3
Fiat,128,Sedan,White,1984,Benzine,More than 200000,1000 - 1300 CC,Manual,20.0,Monufia,0
Chevrolet,Cruze,Sedan,Black,2010,Benzine,100000 to 119999,1600 CC,Automatic,140.0,Giza,1
Chevrolet,Aveo,Sedan,Black,2011,Benzine,160000 to 179999,1400 - 1500 CC,Automatic,132.0,Giza,1
Hyundai,Accent,Sedan,Green,1999,Benzine,More than 200000,1000 - 1300 CC,Manual,58.0,Beni Suef,0
Hyundai,Accent,Sedan,Other Color,2008,Benzine,100000 to 119999,1400 - 1500 CC,Automatic,133.0,Giza,1
Hyundai,Avante,Sedan,Gray,2012,Benzine,70000 to 79999,1600 CC,Automatic,205.0,Cairo,2
Chevrolet,Lanos,Sedan,Burgundy,2016,Benzine,100000 to 119999,1400 - 1500 CC,Manual,138.0,Minya,1
Fiat,Punto,Hatchback,White,2011,Benzine,120000 to 139999,1000 - 1300 CC,Manual,120.0,Damietta,1
Chevrolet,Lanos,Sedan,Gray,2018,Benzine,140000 to 159999,1400 - 1500 CC,Manual,138.0,Damietta,1
Fiat,128,Sedan,Red,1988,Benzine,180000 to 199999,1000 - 1300 CC,Manual,24.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Burgundy,2018,Benzine,180000 to 199999,1400 - 1500 CC,Manual,155.2,Giza,1
Chevrolet,Optra,Sedan,Blue- Navy Blue,2019,Benzine,30000 to 39999,1400 - 1500 CC,Automatic,237.0,Dakahlia,2
Fiat,Shahin,Sedan,White,2011,Benzine,30000 to 39999,1400 - 1500 CC,Manual,46.0,Cairo,0
Hyundai,Verna,Sedan,White,2015,Natural Gas,10000 to 19999,1400 - 1500 CC,Manual,120.0,Giza,1
Fiat,128,Sedan,White,1980,Benzine,180000 to 199999,1000 - 1300 CC,Manual,15.5,Sharqia,0
Fiat,Shahin,Sedan,Gray,1994,Benzine,0 to 9999,1400 - 1500 CC,Manual,33.0,Dakahlia,0
Chevrolet,Aveo,Sedan,Silver,2011,Benzine,160000 to 179999,1400 - 1500 CC,Manual,126.5,Alexandria,1
Fiat,128,Sedan,White,1979,Benzine,More than 200000,1000 - 1300 CC,Manual,13.0,Cairo,0
Fiat,Shahin,Sedan,Burgundy,2006,Benzine,50000 to 59999,1400 - 1500 CC,Manual,40.2,Cairo,0
Fiat,128,Sedan,White,2003,Benzine,180000 to 199999,1000 - 1300 CC,Manual,32.2,Beni Suef,0
Fiat,131,Sedan,Silver,1975,Benzine,90000 to 99999,1600 CC,Manual,15.0,Cairo,0
Hyundai,Verna,Sedan,White,2015,Benzine,More than 200000,1600 CC,Manual,135.0,Sharqia,1
Chevrolet,Optra,Sedan,Blue- Navy Blue,2021,Benzine,20000 to 29999,1600 CC,Automatic,217.0,Cairo,2
Fiat,128,Sedan,Red,1979,Benzine,40000 to 49999,1000 - 1300 CC,Manual,17.0,Giza,0
Fiat,Shahin,Sedan,Green,2007,Benzine,160000 to 179999,1400 - 1500 CC,Manual,51.8,Cairo,0
Hyundai,Elantra,Sedan,Black,2016,Benzine,100000 to 119999,1600 CC,Automatic,241.5,Gharbia,2
Fiat,128,Sedan,White,1987,Benzine,180000 to 199999,1000 - 1300 CC,Manual,17.0,Beheira,0
Chevrolet,Optra,Sedan,Burgundy,2020,Benzine,0 to 9999,1400 - 1500 CC,Automatic,258.8,Asyut,2
Chevrolet,Optra,Sedan,Silver,2016,Benzine,120000 to 139999,1600 CC,Automatic,195.5,Alexandria,1
Hyundai,Verna,Sedan,Other Color,2011,Benzine,More than 200000,1600 CC,Automatic,126.5,Cairo,1
Chevrolet,Optra,Sedan,Silver,2018,Benzine,60000 to 69999,1400 - 1500 CC,Automatic,180.0,Giza,1
Fiat,128,Sedan,Orange,1972,Benzine,180000 to 199999,1000 - 1300 CC,Manual,25.0,Giza,0
Chevrolet,Lanos,Sedan,Burgundy,2013,Benzine,120000 to 139999,1400 - 1500 CC,Manual,57.5,Monufia,0
Hyundai,Accent,Sedan,Other Color,2009,Benzine,140000 to 159999,1600 CC,Automatic,130.0,Cairo,1
Hyundai,Verna,Sedan,Silver,2008,Benzine,50000 to 59999,1600 CC,Manual,97.0,Fayoum,0
Hyundai,Accent,Sedan,Silver,2010,Benzine,120000 to 139999,1600 CC,Manual,150.0,Alexandria,1
Hyundai,Accent,Sedan,Silver,2008,Benzine,140000 to 159999,1000 - 1300 CC,Manual,78.2,Gharbia,0
Chevrolet,Lanos,Sedan,Silver,2011,Benzine,0 to 9999,1600 CC,Manual,95.0,Damietta,0
Chevrolet,Cruze,Sedan,Gray,2014,Benzine,120000 to 139999,1600 CC,Automatic,180.0,Giza,1
Hyundai,Verna,Sedan,Black,2010,Benzine,140000 to 159999,1600 CC,Manual,95.0,Suez,0
Fiat,128,Sedan,Beige,1982,Benzine,More than 200000,1000 - 1300 CC,Manual,16.1,Cairo,0
Fiat,128,Sedan,White,1991,Benzine,More than 200000,1000 - 1300 CC,Manual,21.3,Alexandria,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2015,Benzine,140000 to 159999,1600 CC,Manual,125.0,Alexandria,1
Hyundai,Accent,Sedan,Other Color,2011,Benzine,120000 to 139999,1600 CC,Manual,149.5,Qalyubia,1
Hyundai,Elantra,Sedan,Black,2013,Benzine,160000 to 179999,1600 CC,Automatic,225.0,Sohag,2
Fiat,128,Sedan,Red,1983,Benzine,More than 200000,1000 - 1300 CC,Manual,20.7,Sharqia,0
Fiat,Shahin,Sedan,Silver,2008,Benzine,80000 to 89999,1400 - 1500 CC,Manual,51.8,Beni Suef,0
Hyundai,Elantra,Sedan,White,1997,Benzine,More than 200000,1400 - 1500 CC,Automatic,38.5,Port Said,0
Fiat,128,Sedan,White,1985,Benzine,180000 to 199999,1000 - 1300 CC,Manual,19.5,Cairo,0
Hyundai,Elantra,Sedan,Black,2013,Benzine,180000 to 199999,1600 CC,Automatic,204.7,Sharqia,2
Chevrolet,Optra,Sedan,Red,2011,Benzine,120000 to 139999,1600 CC,Manual,143.8,Red Sea,1
Fiat,Shahin,Sedan,White,1998,Benzine,50000 to 59999,1400 - 1500 CC,Manual,40.2,Cairo,0
Hyundai,Accent,Sedan,White,2001,Benzine,More than 200000,1400 - 1500 CC,Manual,28.8,Sharqia,0
Fiat,Shahin,Sedan,Red,2000,Benzine,10000 to 19999,1400 - 1500 CC,Manual,45.0,Qalyubia,0
Chevrolet,Optra,Sedan,Blue- Navy Blue,2018,Benzine,70000 to 79999,1600 CC,Automatic,241.5,Qalyubia,2
Fiat,128,Sedan,White,1992,Benzine,90000 to 99999,1000 - 1300 CC,Manual,36.0,Dakahlia,0
Fiat,128,Sedan,White,1990,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Qalyubia,0
Fiat,128,Sedan,White,1987,Benzine,90000 to 99999,1000 - 1300 CC,Manual,17.2,Sharqia,0
Fiat,Uno,Hatchback,Silver,1996,Benzine,10000 to 19999,1000 - 1300 CC,Manual,69.0,Cairo,0
Fiat,128,Sedan,Burgundy,1978,Benzine,90000 to 99999,1000 - 1300 CC,Manual,16.0,Dakahlia,0
Fiat,Shahin,Sedan,Beige,1999,Benzine,40000 to 49999,1400 - 1500 CC,Manual,37.0,Cairo,0
Chevrolet,Optra,Sedan,Black,2006,Natural Gas,20000 to 29999,1600 CC,Manual,110.0,Alexandria,1
Hyundai,Elantra,Sedan,Beige,2021,Benzine,20000 to 29999,1600 CC,Automatic,161.4,Cairo,1
Chevrolet,Lanos,Sedan,Silver,2019,Benzine,90000 to 99999,1400 - 1500 CC,Manual,184.0,Giza,1
Hyundai,Accent,Sedan,Other Color,2002,Benzine,10000 to 19999,1400 - 1500 CC,Manual,89.7,Giza,0
Chevrolet,Cruze,Sedan,Silver,2015,Benzine,0 to 9999,1600 CC,Automatic,200.0,Kafr al-Sheikh,2
Hyundai,Verna,Sedan,Gray,2012,Benzine,140000 to 159999,1600 CC,Manual,118.0,Ismailia,1
Chevrolet,Lanos,Sedan,Burgundy,2011,Benzine,100000 to 119999,1400 - 1500 CC,Manual,120.0,Cairo,1
Fiat,128,Sedan,Gray,1995,Benzine,More than 200000,1000 - 1300 CC,Manual,31.1,Minya,0
Chevrolet,Optra,Sedan,Black,2021,Benzine,0 to 9999,1400 - 1500 CC,Automatic,330.1,Alexandria,3
Hyundai,Elantra,Sedan,Burgundy,2019,Benzine,120000 to 139999,1600 CC,Automatic,287.5,Cairo,2
Fiat,128,Sedan,White,1974,Benzine,90000 to 99999,1000 - 1300 CC,Manual,25.0,Cairo,0
Hyundai,Verna,Sedan,Silver,2018,Benzine,160000 to 179999,1600 CC,Automatic,161.0,Aswan,1
Hyundai,Elantra,Sedan,White,2018,Benzine,100000 to 119999,1600 CC,Automatic,368.0,Alexandria,3
Fiat,128,Sedan,Red,1980,Benzine,More than 200000,1000 - 1300 CC,Manual,27.0,Kafr al-Sheikh,0
Hyundai,Accent,Sedan,Red,1999,Benzine,20000 to 29999,1000 - 1300 CC,Manual,68.0,Cairo,0
Chevrolet,Lanos,Sedan,Gray,2017,Benzine,120000 to 139999,1400 - 1500 CC,Manual,135.7,Giza,1
Hyundai,Verna,Sedan,White,2014,Benzine,40000 to 49999,1600 CC,Manual,92.0,Cairo,0
Fiat,Uno,Hatchback,Blue- Navy Blue,1998,Benzine,More than 200000,1000 - 1300 CC,Manual,45.0,Alexandria,0
Chevrolet,Aveo,Sedan,Silver,2017,Benzine,180000 to 199999,1400 - 1500 CC,Automatic,157.6,Alexandria,1
Chevrolet,Lanos,Sedan,Other Color,2016,Natural Gas,0 to 9999,1600 CC,Manual,165.0,Alexandria,1
Chevrolet,Optra,Sedan,Gold,2007,Benzine,140000 to 159999,1600 CC,Automatic,130.0,Monufia,1
Chevrolet,Lanos,Sedan,Black,2012,Benzine,180000 to 199999,1600 CC,Manual,100.0,Alexandria,1
Fiat,128,Sedan,White,1981,Benzine,180000 to 199999,1000 - 1300 CC,Manual,17.8,Cairo,0
Chevrolet,Optra,Sedan,Burgundy,2019,Benzine,180000 to 199999,1600 CC,Automatic,200.0,Giza,2
Fiat,Shahin,Sedan,Green,2004,Benzine,60000 to 69999,1400 - 1500 CC,Manual,54.0,Alexandria,0
Hyundai,Verna,Sedan,Silver,2016,Benzine,140000 to 159999,1600 CC,Automatic,155.2,Monufia,1
Fiat,128,Sedan,Red,1988,Benzine,40000 to 49999,1000 - 1300 CC,Manual,23.0,Monufia,0
Hyundai,Verna,Sedan,Red,2006,Benzine,180000 to 199999,1400 - 1500 CC,Manual,90.0,Cairo,0
Fiat,128,Sedan,Blue- Navy Blue,1990,Benzine,90000 to 99999,1000 - 1300 CC,Manual,25.0,Sharqia,0
Chevrolet,Aveo,Sedan,Gray,2013,Benzine,40000 to 49999,1400 - 1500 CC,Automatic,132.2,Giza,1
Chevrolet,Optra,Sedan,Blue- Navy Blue,2018,Benzine,50000 to 59999,1600 CC,Automatic,165.0,Cairo,1
Hyundai,Accent,Sedan,Other Color,1999,Benzine,160000 to 179999,1400 - 1500 CC,Manual,74.0,Kafr al-Sheikh,0
Chevrolet,Cruze,Sedan,Silver,2014,Benzine,10000 to 19999,1600 CC,Automatic,174.8,Gharbia,1
Chevrolet,Lanos,Sedan,Other Color,2019,Benzine,160000 to 179999,1400 - 1500 CC,Manual,140.0,Ismailia,1
Fiat,131,Sedan,Silver,1978,Benzine,90000 to 99999,1600 CC,Manual,23.0,Cairo,0
Fiat,Tipo,Sedan,Red,2019,Benzine,20000 to 29999,1600 CC,Manual,235.0,Red Sea,2
Hyundai,I10,Hatchback,Blue- Navy Blue,2010,Benzine,60000 to 69999,1000 - 1300 CC,Manual,120.0,Damietta,1
Chevrolet,Optra,Sedan,Red,2013,Benzine,120000 to 139999,1600 CC,Automatic,161.0,Cairo,1
Chevrolet,Lanos,Sedan,Burgundy,2017,Benzine,20000 to 29999,1400 - 1500 CC,Manual,172.5,Cairo,1
Hyundai,Accent,Sedan,Burgundy,2003,Benzine,100000 to 119999,1400 - 1500 CC,Manual,82.8,Alexandria,0
Chevrolet,Aveo,Sedan,Gray,2016,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,157.6,Alexandria,1
Chevrolet,Cruze,Sedan,Blue- Navy Blue,2010,Benzine,10000 to 19999,1600 CC,Manual,150.0,Beheira,1
Hyundai,Verna,Sedan,White,2013,Benzine,160000 to 179999,1600 CC,Manual,138.0,Cairo,1
Hyundai,Verna,Sedan,Black,2010,Benzine,More than 200000,1600 CC,Manual,115.0,Cairo,1
Hyundai,Avante,Sedan,Gray,2016,Benzine,80000 to 89999,1600 CC,Automatic,280.0,Ismailia,2
Hyundai,Verna,Sedan,Silver,2010,Benzine,More than 200000,1600 CC,Manual,89.7,Cairo,0
Fiat,Tipo,Hatchback,White,2021,Benzine,180000 to 199999,1600 CC,Manual,345.0,Giza,3
Hyundai,Avante,Sedan,Silver,2009,Benzine,70000 to 79999,1600 CC,Automatic,165.0,Minya,1
Hyundai,Accent,Sedan,Gold,1998,Benzine,More than 200000,1400 - 1500 CC,Manual,50.0,Minya,0
Fiat,131,Sedan,Yellow,1981,Benzine,0 to 9999,1600 CC,Manual,28.8,Cairo,0
Hyundai,Verna,Sedan,Black,2010,Benzine,More than 200000,1600 CC,Manual,109.2,Cairo,1
Hyundai,Accent,Sedan,Other Color,1999,Benzine,180000 to 199999,1400 - 1500 CC,Manual,43.7,Giza,0
Fiat,Tipo,Hatchback,Red,2021,Benzine,10000 to 19999,1600 CC,Manual,300.0,Sharqia,3
Fiat,128,Sedan,White,1988,Benzine,100000 to 119999,1000 - 1300 CC,Manual,23.0,Sharqia,0
Hyundai,Elantra,Sedan,Other Color,2020,Benzine,80000 to 89999,1600 CC,Automatic,265.0,Giza,2
Chevrolet,Lanos,Sedan,White,2012,Natural Gas,40000 to 49999,1400 - 1500 CC,Manual,92.0,Minya,0
Hyundai,Accent,Sedan,Black,2014,Benzine,120000 to 139999,1600 CC,Automatic,189.8,Cairo,1
Fiat,Shahin,Sedan,White,2008,Benzine,0 to 9999,1400 - 1500 CC,Manual,34.5,Giza,0
Fiat,131,Sedan,Silver,1983,Benzine,90000 to 99999,1600 CC,Manual,44.9,Sharqia,0
Chevrolet,Lanos,Sedan,Gray,2012,Benzine,10000 to 19999,1400 - 1500 CC,Manual,110.0,Luxor,1
Chevrolet,Optra,Sedan,Silver,2011,Benzine,160000 to 179999,1400 - 1500 CC,Automatic,148.0,Qalyubia,1
Hyundai,Accent,Sedan,Gray,2002,Benzine,180000 to 199999,1000 - 1300 CC,Manual,92.0,Asyut,0
Hyundai,Elantra,Sedan,Gray,2012,Benzine,80000 to 89999,1600 CC,Automatic,225.0,Ismailia,2
Fiat,Uno,Hatchback,Gray,1993,Benzine,0 to 9999,1000 - 1300 CC,Manual,51.8,Beheira,0
Chevrolet,Lanos,Sedan,White,2009,Natural Gas,More than 200000,1600 CC,Manual,62.0,Cairo,0
Hyundai,Verna,Sedan,Gray,2018,Benzine,120000 to 139999,1600 CC,Automatic,155.2,Qena,1
Chevrolet,Cruze,Sedan,Silver,2014,Benzine,More than 200000,1600 CC,Automatic,189.8,Giza,1
Fiat,128,Sedan,White,1985,Benzine,80000 to 89999,1000 - 1300 CC,Manual,15.0,Alexandria,0
Fiat,128,Sedan,Blue- Navy Blue,1974,Benzine,180000 to 199999,1000 - 1300 CC,Manual,13.5,Asyut,0
Hyundai,Accent,Sedan,Black,2009,Benzine,100000 to 119999,1600 CC,Manual,143.8,Cairo,1
Fiat,131,Sedan,Blue- Navy Blue,1985,Benzine,10000 to 19999,1600 CC,Manual,34.5,Qena,0
Chevrolet,Lanos,Sedan,Gray,2016,Benzine,140000 to 159999,1400 - 1500 CC,Manual,120.0,Alexandria,1
Hyundai,Tucson,SUV,Silver,2019,Benzine,40000 to 49999,1600 CC,Automatic,185.6,Cairo,1
Chevrolet,Optra,Sedan,Black,2012,Benzine,120000 to 139999,1600 CC,Automatic,137.0,Alexandria,1
Chevrolet,Aveo,Sedan,Red,2014,Benzine,50000 to 59999,1400 - 1500 CC,Manual,178.2,Giza,1
Hyundai,Accent,Sedan,Blue- Navy Blue,2000,Benzine,More than 200000,1400 - 1500 CC,Manual,72.0,Cairo,0
Chevrolet,Optra,Sedan,Black,2016,Benzine,More than 200000,1600 CC,Automatic,138.0,Alexandria,1
Chevrolet,Lanos,Sedan,White,2014,Benzine,100000 to 119999,1600 CC,Manual,94.3,Qalyubia,0
Fiat,128,Sedan,White,1990,Benzine,180000 to 199999,1000 - 1300 CC,Manual,38.0,Cairo,0
Hyundai,Elantra,Sedan,Black,2018,Benzine,More than 200000,1600 CC,Automatic,281.8,Giza,2
Fiat,128,Sedan,White,1980,Benzine,More than 200000,1000 - 1300 CC,Manual,16.0,Giza,0
Hyundai,Verna,Sedan,Other Color,2014,Benzine,100000 to 119999,1600 CC,Automatic,144.0,Qalyubia,1
Fiat,Punto,Hatchback,Blue- Navy Blue,2000,Benzine,180000 to 199999,1000 - 1300 CC,Manual,75.0,Suez,0
Chevrolet,Lanos,Sedan,Burgundy,2011,Benzine,160000 to 179999,1600 CC,Manual,97.0,Cairo,0
Hyundai,Verna,Sedan,Gray,2012,Benzine,60000 to 69999,1600 CC,Manual,138.0,Giza,1
Hyundai,Accent,Sedan,Blue- Navy Blue,2011,Benzine,140000 to 159999,1600 CC,Manual,129.9,Alexandria,1
Chevrolet,Lanos,Sedan,Other Color,2012,Natural Gas,120000 to 139999,1400 - 1500 CC,Automatic,108.0,Cairo,1
Chevrolet,Lanos,Sedan,Other Color,2016,Benzine,90000 to 99999,1400 - 1500 CC,Manual,125.0,Alexandria,1
Hyundai,Accent,Sedan,Gold,2001,Natural Gas,More than 200000,1400 - 1500 CC,Manual,78.0,Ismailia,0
Chevrolet,Optra,Sedan,Gray,2022,Benzine,10000 to 19999,1400 - 1500 CC,Automatic,265.0,Giza,2
Fiat,Shahin,Sedan,White,2002,Benzine,90000 to 99999,1400 - 1500 CC,Manual,51.0,Cairo,0
Chevrolet,Aveo,Sedan,Black,2013,Benzine,More than 200000,1400 - 1500 CC,Automatic,135.0,Cairo,1
Fiat,Tipo,Sedan,Blue- Navy Blue,2022,Benzine,0 to 9999,1600 CC,Automatic,414.0,Cairo,4
Hyundai,Elantra,Sedan,White,2015,Benzine,0 to 9999,1600 CC,Automatic,264.5,Sharqia,2
Fiat,Shahin,Sedan,Green,2001,Benzine,50000 to 59999,1400 - 1500 CC,Manual,52.9,Cairo,0
Fiat,128,Sedan,White,1986,Benzine,60000 to 69999,1000 - 1300 CC,Manual,15.0,Cairo,0
Fiat,Shahin,Sedan,Gold,2005,Benzine,70000 to 79999,1400 - 1500 CC,Manual,45.0,Beheira,0
Fiat,Shahin,Sedan,Burgundy,2010,Benzine,10000 to 19999,1400 - 1500 CC,Manual,69.0,Monufia,0
Chevrolet,Optra,Sedan,White,2017,Benzine,160000 to 179999,1600 CC,Automatic,207.0,Qena,2
Chevrolet,Optra,Sedan,Other Color,2018,Benzine,60000 to 69999,1600 CC,Automatic,215.0,Monufia,2
